rank,expert,slot,mean_combine_weight,mean_routing_logit
109,27,9,2.925539e-03,8.206185e-01
110,16,2,2.873133e-03,9.023528e-01
111,4,0,2.842522e-03,2.841839e-01
112,3,0,2.830029e-03,-2.396564e-01
113,29,1,2.827983e-03,-3.340683e-02
114,1,2,2.789297e-03,-3.357089e-01
115,27,8,2.770600e-03,3.626900e-01
116,18,3,2.748115e-03,8.888720e-01
117,19,3,2.734368e-03,-7.938498e-01
118,14,4,2.707458e-03,-8.324576e-02
119,5,1,2.643057e-03,-3.626965e-02
120,8,7,2.640467e-03,-1.636575e-02
121,6,7,2.613107e-03,-1.519755e-01
122,1,9,2.605936e-03,-6.603975e-01
123,23,5,2.599832e-03,2.128862e-02
124,14,6,2.590876e-03,5.111699e-01
125,15,7,2.480363e-03,2.692032e-01
126,25,3,2.428916e-03,-3.858713e-01
127,0,1,2.404264e-03,-1.869143e-01
128,26,3,2.388375e-03,-1.575653e+00
129,14,0,2.345010e-03,-1.833501e+00
130,9,5,2.341419e-03,-8.916915e-02
131,22,1,2.306749e-03,-3.622348e-02
132,12,5,2.280940e-03,-6.352608e-01
133,15,8,2.262314e-03,-2.644556e-01
134,11,5,2.212946e-03,-1.390727e+00
135,25,7,2.175110e-03,1.151011e+00
136,27,2,2.173029e-03,-6.017437e-01
137,11,4,2.159090e-03,1.523918e-01
138,11,8,2.150450e-03,5.194328e-01
139,7,3,2.137890e-03,1.204271e-01
140,9,0,2.112334e-03,-8.887680e-03
141,16,0,2.092759e-03,6.824993e-01
142,21,3,2.086340e-03,-2.107985e+00
143,23,3,2.074411e-03,-4.432389e-01
144,22,2,2.066257e-03,-9.973943e-01
145,8,8,2.019822e-03,-4.846090e-01
146,9,6,1.978373e-03,-2.173207e+00
147,22,6,1.960832e-03,-9.126003e-01
148,9,9,1.938444e-03,-3.071207e-01
149,24,0,1.933771e-03,-1.380980e+00
150,6,3,1.896583e-03,-4.537749e-01
151,1,6,1.875623e-03,1.445658e-02
152,29,5,1.873222e-03,-9.674845e-01
153,8,4,1.848657e-03,-8.098852e-01
154,19,5,1.788929e-03,-1.204999e+00
155,1,8,1.765516e-03,-1.404109e+00
156,24,8,1.716486e-03,-5.563460e-01
157,15,1,1.685579e-03,-2.375610e+00
158,12,7,1.682534e-03,-1.105035e+00
159,3,5,1.673840e-03,-8.765938e-01
160,10,0,1.664181e-03,-8.571057e-01
161,7,4,1.661772e-03,2.767809e-02
162,20,2,1.654979e-03,2.070823e-01
163,18,4,1.636051e-03,-8.719245e-01
164,21,7,1.599668e-03,-1.100781e+00
165,13,9,1.597181e-03,2.699679e-01
166,17,2,1.580649e-03,-1.485413e+00
167,9,8,1.568226e-03,-1.610643e-01
168,25,6,1.566925e-03,-4.736842e-01
169,26,0,1.543863e-03,-2.138570e+00
170,13,4,1.537667e-03,-1.637301e-01
171,21,6,1.534509e-03,-1.011801e+00
172,15,0,1.504570e-03,-8.281014e-01
173,11,1,1.489646e-03,-6.164378e-01
174,27,6,1.467792e-03,-1.079813e+00
175,24,9,1.457047e-03,-1.741488e+00
176,26,6,1.446024e-03,1.540640e+00
177,7,9,1.435050e-03,-1.005833e+00
178,0,0,1.428104e-03,5.543713e-01
179,23,1,1.385638e-03,-8.648962e-01
180,26,7,1.368803e-03,-8.849987e-01
181,6,8,1.363688e-03,-1.332004e+00
182,16,9,1.283002e-03,1.456167e-01
183,15,5,1.267739e-03,-1.056816e+00
184,10,5,1.263130e-03,1.515416e-01
185,5,0,1.262335e-03,-1.028092e+00
186,28,6,1.243716e-03,-4.998469e-01
187,3,9,1.237748e-03,6.732676e-01
188,14,5,1.232272e-03,-4.951064e-01
189,29,4,1.224488e-03,-1.140335e+00
190,17,8,1.219745e-03,-2.729893e-01
191,4,2,1.189088e-03,5.626270e-01
192,20,0,1.188827e-03,-3.808823e-01
193,25,2,1.179202e-03,-1.839250e+00
194,29,3,1.168494e-03,4.102206e-01
195,6,5,1.163602e-03,-5.623816e-01
196,15,3,1.158635e-03,-9.093106e-01
197,6,6,1.156194e-03,-8.139925e-01
198,3,3,1.142865e-03,-2.713979e-01
199,2,5,1.135424e-03,-1.128186e+00
200,16,6,1.123807e-03,-7.290586e-01
201,8,6,1.117952e-03,-1.123032e+00
202,20,9,1.096212e-03,-3.655076e-01
203,26,4,1.094983e-03,-6.588868e-01
204,0,2,1.081122e-03,3.977104e-01
205,11,9,1.074674e-03,-9.528821e-01
206,17,6,1.073546e-03,-9.574773e-01
207,1,0,1.062888e-03,-7.735324e-01
208,28,9,1.052434e-03,-6.567841e-01
209,18,2,1.049447e-03,-1.459263e+00
210,20,4,1.031186e-03,-1.465858e+00
211,1,1,1.024617e-03,-5.272211e-01
212,1,7,1.016024e-03,-7.772689e-01
213,3,4,1.007595e-03,-3.410808e-01
214,0,4,9.863987e-04,7.446917e-01
215,21,0,9.729504e-04,8.679869e-01
216,15,4,9.671221e-04,-3.657474e-01
217,17,1,9.654138e-04,-9.630234e-01
218,14,8,9.429769e-04,-1.389225e+00
219,20,6,9.265296e-04,-3.156010e-01
220,11,2,9.146785e-04,-3.738421e-01
221,4,9,9.005328e-04,-1.617671e-01
222,10,1,8.818640e-04,-5.943703e-01
223,12,9,8.763537e-04,-1.298285e+00
224,19,2,8.643048e-04,-1.082891e+00
225,4,4,8.460582e-04,-9.425985e-01
226,7,8,8.156698e-04,3.735459e-01
227,18,1,8.142834e-04,-3.928584e-01
228,4,1,8.111820e-04,2.103792e-02
229,10,4,8.082699e-04,-4.006034e-01
230,23,6,8.040864e-04,-1.091923e+00
231,2,1,8.030967e-04,-1.731810e+00
232,10,7,7.979445e-04,-1.314130e+00
233,26,5,7.742555e-04,-8.564441e-01
234,8,3,7.569245e-04,-1.324214e-01
235,6,1,7.468218e-04,4.597706e-01
236,5,5,7.407218e-04,-7.495615e-01
237,14,9,7.191062e-04,-1.143232e+00
238,26,8,7.139297e-04,-2.857343e-02
239,12,6,7.070939e-04,-7.989494e-01
240,7,6,7.001513e-04,-6.274331e-01
241,25,5,6.972883e-04,-1.802683e+00
242,11,0,6.798732e-04,-1.742060e+00
243,2,8,6.599833e-04,-2.011726e+00
244,21,9,6.450732e-04,-8.989539e-01
245,7,7,6.431389e-04,-4.164736e-01
246,16,3,6.409520e-04,-1.234124e+00
247,9,4,6.295126e-04,6.035014e-02
248,26,2,6.287360e-04,-1.500027e+00
249,29,9,6.141261e-04,-1.136165e+00
250,9,7,6.138113e-04,-1.083892e+00
251,10,6,6.105755e-04,-9.235677e-01
252,17,9,6.086040e-04,-8.892283e-01
253,17,4,6.083733e-04,-1.290777e+00
254,8,1,6.008866e-04,-1.033145e+00
255,2,3,5.946467e-04,-6.789019e-01
256,9,2,5.875824e-04,-4.126833e-01
257,4,8,5.801389e-04,-2.418688e-01
258,23,7,5.763521e-04,-8.423975e-01
259,0,9,5.761983e-04,7.002096e-01
260,13,1,5.753617e-04,-1.113564e+00
261,10,8,5.753543e-04,-8.163480e-01
262,28,0,5.700638e-04,-1.274514e+00
263,16,4,5.619259e-04,-8.830266e-01
264,29,7,5.563335e-04,-1.319937e+00
265,29,6,5.542899e-04,1.168028e+00
266,2,9,5.471015e-04,-9.014916e-02
267,16,5,5.338473e-04,-4.111643e-01
268,23,9,5.333630e-04,-1.251826e+00
269,23,4,5.274566e-04,-1.334926e+00
270,19,1,5.090518e-04,6.928946e-01
271,4,3,4.966797e-04,-2.125149e+00
272,3,8,4.887923e-04,-6.566446e-01
273,20,3,4.871495e-04,-9.668704e-01
274,7,1,4.751329e-04,-1.044677e+00
275,8,9,4.655326e-04,-1.069290e-01
276,29,0,4.635622e-04,-1.316424e+00
277,22,0,4.439313e-04,-9.368016e-01
278,16,1,4.093631e-04,-1.782708e+00
279,12,4,3.862422e-04,-8.495171e-01
280,5,7,3.577463e-04,-1.309546e+00
281,25,4,3.517176e-04,-1.808471e+00
282,18,0,3.357572e-04,-1.145165e+00
283,4,6,3.320148e-04,-7.943904e-01
284,19,9,3.240853e-04,-4.398936e-01
285,8,2,3.208583e-04,-1.373352e+00
286,13,0,3.134540e-04,-1.022806e+00
287,29,8,2.776647e-04,-1.212114e+00
288,8,5,2.764750e-04,-5.088692e-01
289,19,8,2.680898e-04,-1.619074e+00
290,15,9,2.640601e-04,-1.683559e+00
291,21,5,2.296217e-04,-1.039196e+00
292,28,4,2.293122e-04,-1.694885e+00
293,5,9,2.183988e-04,-9.448311e-01
294,16,7,2.000322e-04,-1.482099e+00
295,6,4,1.960622e-04,-6.013237e-01
296,3,2,1.913374e-04,-7.665588e-01
297,12,0,1.688682e-04,-2.024197e+00
298,1,3,1.528406e-04,-1.768864e+00
299,6,0,1.402699e-04,-1.216023e+00
