,train,val,test
28,TCGA-BH-A0AU-01Z-00-DX1.E852F218-B15C-4CF8-8FD0-F284043834C4,histai_1448_slide_H&E_0,histai_0436_slide_H&E_0
29,164001,histai_1269_slide_H&E_0,histai_0364_slide_H&E_0
30,TCGA-BH-A0BR-01Z-00-DX1.F7912887-8AE9-4391-9B83-9AC7B4FF38EF,114357,histai_0055_slide_H&E_0
31,TCGA-AC-A2B8-01Z-00-DX1.14F3A9B2-1382-436A-B53C-92FC8495AD48,histai_1397_slide_H&E_0,histai_0162_slide_H&E_0
32,TCGA-A7-A13G-01Z-00-DX1.C258C545-8C1F-41D4-846F-962A746CBDFB,histai_0192_slide_H&E_0,histai_0904_slide_H&E_0
33,TCGA-A7-A425-01Z-00-DX1.812A94B1-0403-4298-A6C5-F71AFD3A9995,histai_0324_slide_H&E_0,histai_1289_slide_H&E_0
34,TCGA-AQ-A7U7-01Z-00-DX1.AB5629A1-399E-402B-AD3D-DAF9F97D8300,histai_1129_slide_H&E_0,histai_0444_slide_H&E_0
35,TCGA-MS-A51U-01Z-00-DX1.490DE85A-ECE5-4E2A-9657-841BE6FFCCA0,TCGA-LL-A9Q3-01Z-00-DX1.94FA76F5-008A-401B-BFDC-817804BAE5F6,histai_0675_slide_H&E_0
36,126507,histai_0143_slide_H&E_0,histai_1555_slide_H&E_0
37,TCGA-A7-A0CH-01Z-00-DX1.48ADDD0B-527A-404C-B794-7D7D35BF861F,histai_1171_slide_H&E_0,histai_0864_slide_H&E_0
38,150986-3,histai_1394_slide_H&E_0,histai_1297_slide_H&E_0
39,TCGA-A7-A0D9-01Z-00-DX1.FBC3B90F-C58B-4476-8354-0AF9248324E3,histai_0627_slide_H&E_0,histai_1201_slide_H&E_0
40,TCGA-A1-A0SI-01Z-00-DX1.AB717348-F964-4F29-BBE2-972B7C640432,histai_0296_slide_H&E_0,histai_0575_slide_H&E_0
41,TCGA-A2-A0YL-01Z-00-DX1.69A438C7-B1E0-4990-B1E6-586C551DC79C,histai_1691_slide_H&E_0,histai_1498_slide_H&E_0
42,TCGA-A2-A0T4-01Z-00-DX1.AC61ED08-2E42-4D4A-BB81-746D3FEBB653,histai_1389_slide_H&E_0,histai_1136_slide_H&E_0
43,TCGA-D8-A1JI-01Z-00-DX1.9BDB647F-EEAB-4235-BE44-A3815A48CCE0,histai_0269_slide_H&E_0,TCGA-AC-A3YJ-01Z-00-DX1.8E665F69-FD8C-419A-871F-3AEE2E5A3A60
44,histai_0797_slide_H&E_0,AP_494_OT_1808_15-0742_MxBr_112_HE,TCGA-BH-A0H0-01Z-00-DX1.B3B394DD-1F4E-42CA-BB51-C002E423B3D0
45,histai_1556_slide_H&E_0,histai_0860_slide_H&E_0,histai_0853_slide_H&E_0
46,histai_0272_slide_H&E_0,histai_1521_slide_H&E_0,histai_0881_slide_H&E_0
47,histai_0404_slide_H&E_0,137536,histai_1149_slide_H&E_0
48,histai_1462_slide_H&E_0,histai_0886_slide_H&E_0,136370
49,histai_0695_slide_H&E_0,histai_0293_slide_H&E_0,histai_0368_slide_H&E_0
50,histai_0838_slide_H&E_0,histai_0792_slide_H&E_0,histai_0759_slide_H&E_0
51,histai_1218_slide_H&E_0,TCGA-BH-A0EI-01Z-00-DX1.929E126A-C9F8-4240-BF00-B6C4A57B7FF6,histai_0210_slide_H&E_0
52,histai_1360_slide_H&E_0,131309,133677
53,histai_1439_slide_H&E_0,AP473_OT1760_13341_MxBr_17_HE,histai_0780_slide_H&E_0
54,histai_0843_slide_H&E_0,histai_0227_slide_H&E_0,histai_1071_slide_H&E_0
55,histai_0802_slide_H&E_0,AP_494_OT_1808_15-0019_MxBr_96_HE,histai_1339_slide_H&E_0
56,147844,histai_0149_slide_H&E_0,TCGA-AC-A2FG-01Z-00-DX1.0F13DE40-9F7A-42C6-AB3D-02E8521B690A
57,histai_0906_slide_H&E_0,histai_0822_slide_H&E_0,histai_1348_slide_H&E_0
58,histai_0498_slide_H&E_0,histai_1571_slide_H&E_0,TCGA-A7-A0CD-01Z-00-DX2.609CED8D-5947-4753-A75B-73A8343B47EC
59,histai_0559_slide_H&E_0,histai_0216_slide_H&E_0,histai_1324_slide_H&E_0
60,histai_0247_slide_H&E_0,histai_0073_slide_H&E_0,TCGA-BH-A0HW-01Z-00-DX1.44DCCE00-133F-4469-A4DA-5057C011B4AC
61,histai_1322_slide_H&E_0,histai_0133_slide_H&E_0,histai_0207_slide_H&E_0
62,histai_1263_slide_H&E_0,histai_1098_slide_H&E_0,histai_0135_slide_H&E_0
63,histai_0386_slide_H&E_0,histai_0869_slide_H&E_0,histai_1318_slide_H&E_0
64,histai_0562_slide_H&E_0,histai_0572_slide_H&E_0,127633
65,histai_0307_slide_H&E_0,histai_1051_slide_H&E_0,141419
66,histai_0147_slide_H&E_0,histai_1056_slide_H&E_0,histai_1355_slide_H&E_0
67,histai_0330_slide_H&E_0,histai_1245_slide_H&E_0,histai_0649_slide_H&E_0
68,histai_1511_slide_H&E_0,histai_0412_slide_H&E_0,histai_1225_slide_H&E_0
69,histai_0937_slide_H&E_0,histai_1559_slide_H&E_0,TCGA-OK-A5Q2-01Z-00-DX1.0D169898-37C6-44CA-AC87-27887123AA6F
70,histai_0514_slide_H&E_0,histai_0693_slide_H&E_0,histai_0060_slide_H&E_0
71,histai_0517_slide_H&E_0,histai_0310_slide_H&E_0,histai_0197_slide_H&E_0
72,histai_1203_slide_H&E_0,histai_0548_slide_H&E_0,histai_1179_slide_H&E_0
73,histai_0973_slide_H&E_0,histai_0544_slide_H&E_0,histai_0158_slide_H&E_0
74,histai_0876_slide_H&E_0,histai_1437_slide_H&E_0,TCGA-OL-A5RZ-01Z-00-DX1.6394C05E-1C34-4F4B-8859-F5E961E7EFF9
75,histai_0346_slide_H&E_0,TCGA-E9-A3QA-01Z-00-DX1.9D664AF3-9ABD-4EED-B826-4C4FBFC33F3E,AP473_OT1760_14143_MxBr_31_HE
76,histai_1144_slide_H&E_0,histai_0219_slide_H&E_0,histai_1176_slide_H&E_0
77,histai_0191_slide_H&E_0,histai_1045_slide_H&E_0,histai_1065_slide_H&E_0
78,histai_0236_slide_H&E_0,TCGA-A1-A0SE-01Z-00-DX1.04B09232-C6C4-46EF-AA2C-41D078D0A80A,134888-3
79,histai_0102_slide_H&E_0,TCGA-AC-A3W5-01Z-00-DX1.522F702C-776E-45F1-84D3-1648DF04137C,histai_1545_slide_H&E_0
80,histai_0256_slide_H&E_0,histai_1306_slide_H&E_0,histai_1393_slide_H&E_0
81,histai_0017_slide_H&E_0,histai_0599_slide_H&E_0,115893-1
82,histai_0275_slide_H&E_0,histai_0850_slide_H&E_0,histai_1445_slide_H&E_0
83,histai_1078_slide_H&E_0,histai_0478_slide_H&E_0,histai_0263_slide_H&E_0
84,histai_0316_slide_H&E_0,histai_0989_slide_H&E_0,histai_1143_slide_H&E_0
85,histai_0801_slide_H&E_0,histai_0815_slide_H&E_0,histai_0952_slide_H&E_0
86,histai_0160_slide_H&E_0,AP473_OT1760_12865_MxBr_12_HE,histai_1365_slide_H&E_0
87,histai_0090_slide_H&E_0,histai_0747_slide_H&E_0,TCGA-BH-A0HN-01Z-00-DX1.4997F641-C593-41F6-82ED-6A0E4EFA55F3
88,histai_1387_slide_H&E_0,AP473_OT1760_1199_1_1-6_MxBr_02_HE,histai_0841_slide_H&E_0
89,histai_1014_slide_H&E_0,143338,histai_1175_slide_H&E_0
90,histai_1134_slide_H&E_0,TCGA-AC-A6NO-01Z-00-DX1.61B7F48C-6D6E-4C1B-B236-DD130ECBDA9D,TCGA-BH-A0AW-01Z-00-DX1.9D50A0D2-B103-411C-831E-8520C3D50173
91,histai_0888_slide_H&E_0,histai_0237_slide_H&E_0,histai_1202_slide_H&E_0
92,histai_1208_slide_H&E_0,TCGA-A2-A4S1-01Z-00-DX1.C69B14F6-5021-4FD8-8F2D-70227A5DA2B1,histai_1315_slide_H&E_0
93,histai_0366_slide_H&E_0,histai_1243_slide_H&E_0,histai_1122_slide_H&E_0
94,histai_0402_slide_H&E_0,TCGA-BH-A18U-01Z-00-DX1.63940315-59BC-462B-87A8-2BBB33C9503E,histai_0776_slide_H&E_0
95,histai_0774_slide_H&E_0,TCGA-A7-A0CJ-01Z-00-DX1.E26F2F62-D688-4373-BB7B-790A06734E49,histai_0623_slide_H&E_0
96,histai_0473_slide_H&E_0,TCGA-A2-A0ST-01Z-00-DX1.AE05A5DB-4861-40DE-B0F5-7955FC903A96,TCGA-LD-A9QF-01Z-00-DX1.092108DF-1A60-459E-ACE6-5A71826A98D1
97,histai_0980_slide_H&E_0,histai_0542_slide_H&E_0,TCGA-A2-A3XS-01Z-00-DX1.867925C0-91D8-40A0-9FEA-25A635AC31E7
98,histai_0438_slide_H&E_0,TCGA-D8-A27R-01Z-00-DX2.31F47D8F-DFD7-42AE-BBBA-7DBBA12FA97D,TCGA-GI-A2C9-01Z-00-DX1.90181423-51ED-41FE-9B8F-973A67793D4F
99,histai_0617_slide_H&E_0,histai_0064_slide_H&E_0,histai_0731_slide_H&E_0
100,histai_1438_slide_H&E_0,histai_0975_slide_H&E_0,histai_1417_slide_H&E_0
101,histai_0576_slide_H&E_0,TCGA-BH-A18R-01Z-00-DX1.07E6FA7F-5072-4327-9982-A40F010B7532,TCGA-BH-A0BG-01Z-00-DX1.0838FB7F-8C85-4687-9F70-D136A1063383
102,histai_0134_slide_H&E_0,histai_1027_slide_H&E_0,histai_0763_slide_H&E_0
103,157820-1,TCGA-AQ-A0Y5-01Z-00-DX1.f68f5b49-30fa-4fb6-bec6-5da9f6809d02,TCGA-E9-A1R2-01Z-00-DX1.5529C856-4F4F-4F17-94A2-5CEF94A940EB
104,histai_1070_slide_H&E_0,histai_0847_slide_H&E_0,histai_0288_slide_H&E_0
105,histai_0392_slide_H&E_0,TCGA-D8-A13Y-01Z-00-DX2.0043D2BB-B04D-4A44-AAB1-1CAAD97AC246,histai_0240_slide_H&E_0
106,histai_1169_slide_H&E_0,histai_0185_slide_H&E_0,TCGA-AQ-A54N-01Z-00-DX1.E53271E9-AFD2-4071-9B1E-CD05F63B8136
107,histai_1226_slide_H&E_0,142541-2,TCGA-BH-A0BL-01Z-00-DX1.D5A413B0-2141-4A6F-A671-6C5EA8641D25
108,histai_1309_slide_H&E_0,OT_1788_AP_487_14239_MxBr_32_HE,TCGA-BH-A0DX-01Z-00-DX1.45C27E71-9A0A-400E-93A9-5CE7780F3C5E
109,histai_1390_slide_H&E_0,TCGA-E2-A150-01Z-00-DX1.55643D23-83E6-4058-8EA5-18AAA8547839,histai_0430_slide_H&E_0
110,histai_1413_slide_H&E_0,histai_0371_slide_H&E_0,124733
111,histai_1257_slide_H&E_0,histai_0711_slide_H&E_0,TCGA-OL-A66I-01Z-00-DX1.8CE9DCAB-98D3-4163-94AC-1557D86C1E25
112,histai_0344_slide_H&E_0,histai_0683_slide_H&E_0,histai_1388_slide_H&E_0
113,histai_0172_slide_H&E_0,histai_1455_slide_H&E_0,TCGA-D8-A1Y1-01Z-00-DX1.477390C8-2141-4ADD-813E-25220D2A71FC
114,histai_0905_slide_H&E_0,histai_0865_slide_H&E_0,histai_0507_slide_H&E_0
115,histai_0790_slide_H&E_0,TCGA-Z7-A8R6-01Z-00-DX1.CE4ED818-D762-4324-9DEA-2ACB38B9B0B9,histai_1368_slide_H&E_0
116,histai_0726_slide_H&E_0,histai_1305_slide_H&E_0,histai_0913_slide_H&E_0
117,histai_0291_slide_H&E_0,,
118,histai_0082_slide_H&E_0,,
119,histai_1148_slide_H&E_0,,
120,histai_0535_slide_H&E_0,,
121,histai_0389_slide_H&E_0,,
122,histai_0317_slide_H&E_0,,
123,histai_0253_slide_H&E_0,,
124,histai_0101_slide_H&E_0,,
125,histai_0309_slide_H&E_0,,
126,histai_0633_slide_H&E_0,,
127,histai_1011_slide_H&E_0,,
128,histai_0804_slide_H&E_0,,
129,histai_0715_slide_H&E_0,,
130,histai_1259_slide_H&E_0,,
131,histai_1035_slide_H&E_0,,
132,histai_1241_slide_H&E_0,,
133,histai_0474_slide_H&E_0,,
134,histai_0221_slide_H&E_0,,
135,histai_1333_slide_H&E_0,,
136,histai_0969_slide_H&E_0,,
137,histai_1385_slide_H&E_0,,
138,histai_0785_slide_H&E_0,,
139,histai_1229_slide_H&E_0,,
140,histai_1688_slide_H&E_0,,
141,histai_1314_slide_H&E_0,,
142,histai_1312_slide_H&E_0,,
143,histai_0690_slide_H&E_0,,
144,histai_1460_slide_H&E_0,,
145,histai_0376_slide_H&E_0,,
146,histai_1060_slide_H&E_0,,
147,histai_0673_slide_H&E_0,,
148,histai_1127_slide_H&E_0,,
149,histai_1551_slide_H&E_0,,
150,histai_0393_slide_H&E_0,,
151,histai_0882_slide_H&E_0,,
152,histai_0157_slide_H&E_0,,
153,histai_1094_slide_H&E_0,,
154,histai_0839_slide_H&E_0,,
155,histai_0703_slide_H&E_0,,
156,histai_0550_slide_H&E_0,,
157,histai_1100_slide_H&E_0,,
158,histai_0187_slide_H&E_0,,
159,histai_1375_slide_H&E_0,,
160,histai_1111_slide_H&E_0,,
161,histai_0671_slide_H&E_0,,
162,histai_0190_slide_H&E_0,,
163,histai_1061_slide_H&E_0,,
164,histai_0686_slide_H&E_0,,
165,histai_1113_slide_H&E_0,,
166,histai_1242_slide_H&E_0,,
167,histai_1407_slide_H&E_0,,
168,histai_0621_slide_H&E_0,,
169,histai_0669_slide_H&E_0,,
170,histai_1166_slide_H&E_0,,
171,histai_1573_slide_H&E_0,,
172,histai_0209_slide_H&E_0,,
173,histai_0378_slide_H&E_0,,
174,histai_0257_slide_H&E_0,,
175,histai_0930_slide_H&E_0,,
176,histai_1251_slide_H&E_0,,
177,histai_1288_slide_H&E_0,,
178,histai_0658_slide_H&E_0,,
179,histai_0836_slide_H&E_0,,
180,histai_0304_slide_H&E_0,,
181,histai_1193_slide_H&E_0,,
182,histai_0636_slide_H&E_0,,
183,histai_0832_slide_H&E_0,,
184,histai_0765_slide_H&E_0,,
185,histai_1514_slide_H&E_0,,
186,histai_0182_slide_H&E_0,,
187,histai_1302_slide_H&E_0,,
188,histai_0363_slide_H&E_0,,
189,histai_0439_slide_H&E_0,,
190,histai_1466_slide_H&E_0,,
191,histai_0643_slide_H&E_0,,
192,histai_1378_slide_H&E_0,,
193,histai_0274_slide_H&E_0,,
194,histai_1031_slide_H&E_0,,
195,histai_0650_slide_H&E_0,,
196,histai_1048_slide_H&E_0,,
197,histai_1096_slide_H&E_0,,
198,histai_0578_slide_H&E_0,,
199,histai_1116_slide_H&E_0,,
200,histai_1501_slide_H&E_0,,
201,histai_0717_slide_H&E_0,,
202,histai_1477_slide_H&E_0,,
203,histai_1023_slide_H&E_0,,
204,histai_1540_slide_H&E_0,,
205,histai_1516_slide_H&E_0,,
206,histai_0549_slide_H&E_0,,
207,histai_0947_slide_H&E_0,,
208,histai_1293_slide_H&E_0,,
209,histai_1228_slide_H&E_0,,
210,histai_0840_slide_H&E_0,,
211,histai_1279_slide_H&E_0,,
212,histai_1336_slide_H&E_0,,
213,histai_1371_slide_H&E_0,,
214,histai_0987_slide_H&E_0,,
215,histai_0390_slide_H&E_0,,
216,histai_1457_slide_H&E_0,,
217,histai_0500_slide_H&E_0,,
218,histai_0285_slide_H&E_0,,
219,histai_1036_slide_H&E_0,,
220,histai_0201_slide_H&E_0,,
221,histai_0958_slide_H&E_0,,
222,histai_1451_slide_H&E_0,,
223,histai_0602_slide_H&E_0,,
224,histai_0979_slide_H&E_0,,
225,histai_1133_slide_H&E_0,,
226,histai_1055_slide_H&E_0,,
227,histai_0094_slide_H&E_0,,
228,histai_0604_slide_H&E_0,,
229,histai_1447_slide_H&E_0,,
230,histai_1147_slide_H&E_0,,
231,histai_0825_slide_H&E_0,,
232,histai_1518_slide_H&E_0,,
233,histai_0270_slide_H&E_0,,
234,histai_1076_slide_H&E_0,,
235,histai_1563_slide_H&E_0,,
236,histai_0462_slide_H&E_0,,
237,histai_0567_slide_H&E_0,,
238,histai_0490_slide_H&E_0,,
239,histai_0399_slide_H&E_0,,
240,histai_0762_slide_H&E_0,,
241,histai_0524_slide_H&E_0,,
242,histai_0685_slide_H&E_0,,
243,histai_0946_slide_H&E_0,,
244,histai_0033_slide_H&E_0,,
245,histai_0501_slide_H&E_0,,
246,histai_1057_slide_H&E_0,,
247,histai_1102_slide_H&E_0,,
248,histai_0168_slide_H&E_0,,
249,histai_1519_slide_H&E_0,,
250,histai_1104_slide_H&E_0,,
251,histai_1264_slide_H&E_0,,
252,histai_1064_slide_H&E_0,,
253,histai_0798_slide_H&E_0,,
254,histai_1535_slide_H&E_0,,
255,histai_0948_slide_H&E_0,,
256,histai_0179_slide_H&E_0,,
257,histai_0618_slide_H&E_0,,
258,histai_1278_slide_H&E_0,,
259,histai_0141_slide_H&E_0,,
260,histai_0173_slide_H&E_0,,
261,histai_0484_slide_H&E_0,,
262,histai_0460_slide_H&E_0,,
263,histai_0994_slide_H&E_0,,
264,histai_0907_slide_H&E_0,,
265,histai_0472_slide_H&E_0,,
266,histai_1008_slide_H&E_0,,
267,histai_1382_slide_H&E_0,,
268,histai_0938_slide_H&E_0,,
269,histai_1509_slide_H&E_0,,
270,histai_0449_slide_H&E_0,,
271,histai_0426_slide_H&E_0,,
272,histai_1372_slide_H&E_0,,
273,histai_0458_slide_H&E_0,,
274,histai_0779_slide_H&E_0,,
275,histai_0963_slide_H&E_0,,
276,histai_0189_slide_H&E_0,,
277,histai_0417_slide_H&E_0,,
278,histai_1529_slide_H&E_0,,
279,histai_0308_slide_H&E_0,,
280,histai_0103_slide_H&E_0,,
281,histai_0967_slide_H&E_0,,
282,histai_1362_slide_H&E_0,,
283,histai_1093_slide_H&E_0,,
284,histai_0725_slide_H&E_0,,
285,histai_1025_slide_H&E_0,,
286,histai_0663_slide_H&E_0,,
287,histai_1227_slide_H&E_0,,
288,histai_1157_slide_H&E_0,,
289,histai_1213_slide_H&E_0,,
290,histai_0646_slide_H&E_0,,
291,histai_1335_slide_H&E_0,,
292,histai_1154_slide_H&E_0,,
293,histai_0312_slide_H&E_0,,
294,histai_0241_slide_H&E_0,,
295,histai_1298_slide_H&E_0,,
296,histai_0374_slide_H&E_0,,
297,histai_0251_slide_H&E_0,,
298,histai_0634_slide_H&E_0,,
299,histai_0315_slide_H&E_0,,
300,histai_0349_slide_H&E_0,,
301,histai_0626_slide_H&E_0,,
302,histai_0476_slide_H&E_0,,
303,histai_0941_slide_H&E_0,,
304,histai_0632_slide_H&E_0,,
305,histai_0396_slide_H&E_0,,
306,histai_1010_slide_H&E_0,,
307,histai_1152_slide_H&E_0,,
308,histai_1282_slide_H&E_0,,
309,histai_0234_slide_H&E_0,,
310,histai_0956_slide_H&E_0,,
311,histai_0668_slide_H&E_0,,
312,histai_0319_slide_H&E_0,,
313,histai_1049_slide_H&E_0,,
314,histai_0537_slide_H&E_0,,
315,histai_1384_slide_H&E_0,,
316,histai_0823_slide_H&E_0,,
317,histai_0408_slide_H&E_0,,
318,126751,,
319,histai_1000_slide_H&E_0,,
320,histai_0551_slide_H&E_0,,
321,histai_0951_slide_H&E_0,,
322,histai_0301_slide_H&E_0,,
323,histai_0848_slide_H&E_0,,
324,histai_0598_slide_H&E_0,,
325,histai_0718_slide_H&E_0,,
326,histai_1403_slide_H&E_0,,
327,histai_0811_slide_H&E_0,,
328,histai_0184_slide_H&E_0,,
329,histai_1522_slide_H&E_0,,
330,histai_0335_slide_H&E_0,,
331,histai_1552_slide_H&E_0,,
332,histai_0528_slide_H&E_0,,
333,histai_0336_slide_H&E_0,,
334,histai_1565_slide_H&E_0,,
335,histai_0513_slide_H&E_0,,
336,histai_0250_slide_H&E_0,,
337,histai_0704_slide_H&E_0,,
338,histai_0266_slide_H&E_0,,
339,histai_0600_slide_H&E_0,,
340,histai_0800_slide_H&E_0,,
341,histai_1120_slide_H&E_0,,
342,histai_0931_slide_H&E_0,,
343,histai_0803_slide_H&E_0,,
344,histai_1174_slide_H&E_0,,
345,histai_0204_slide_H&E_0,,
346,histai_0433_slide_H&E_0,,
347,histai_1357_slide_H&E_0,,
348,histai_1410_slide_H&E_0,,
349,histai_0972_slide_H&E_0,,
350,histai_1004_slide_H&E_0,,
351,histai_1301_slide_H&E_0,,
352,histai_0862_slide_H&E_0,,
353,histai_1192_slide_H&E_0,,
354,histai_1046_slide_H&E_0,,
355,histai_0163_slide_H&E_0,,
356,histai_1095_slide_H&E_0,,
357,histai_1107_slide_H&E_0,,
358,histai_0678_slide_H&E_0,,
359,histai_0754_slide_H&E_0,,
360,histai_0884_slide_H&E_0,,
361,histai_1002_slide_H&E_0,,
362,histai_0284_slide_H&E_0,,
363,histai_0943_slide_H&E_0,,
364,histai_0697_slide_H&E_0,,
365,histai_1153_slide_H&E_0,,
366,histai_0772_slide_H&E_0,,
367,histai_1507_slide_H&E_0,,
368,histai_0565_slide_H&E_0,,
369,histai_0662_slide_H&E_0,,
370,histai_0306_slide_H&E_0,,
371,histai_0434_slide_H&E_0,,
372,histai_1456_slide_H&E_0,,
373,histai_0856_slide_H&E_0,,
374,histai_0339_slide_H&E_0,,
375,histai_0901_slide_H&E_0,,
376,histai_0670_slide_H&E_0,,
377,histai_1454_slide_H&E_0,,
378,histai_1017_slide_H&E_0,,
379,histai_0983_slide_H&E_0,,
380,histai_1347_slide_H&E_0,,
381,histai_0764_slide_H&E_0,,
382,histai_0040_slide_H&E_0,,
383,histai_1304_slide_H&E_0,,
384,histai_0594_slide_H&E_0,,
385,histai_1189_slide_H&E_0,,
386,histai_0218_slide_H&E_0,,
387,histai_0799_slide_H&E_0,,
388,histai_0699_slide_H&E_0,,
389,histai_1247_slide_H&E_0,,
390,histai_1308_slide_H&E_0,,
391,histai_1414_slide_H&E_0,,
392,histai_0385_slide_H&E_0,,
393,histai_0922_slide_H&E_0,,
394,histai_1007_slide_H&E_0,,
395,histai_1450_slide_H&E_0,,
396,histai_1058_slide_H&E_0,,
397,histai_1088_slide_H&E_0,,
398,histai_1430_slide_H&E_0,,
399,histai_0940_slide_H&E_0,,
400,histai_0739_slide_H&E_0,,
401,histai_0837_slide_H&E_0,,
402,histai_1412_slide_H&E_0,,
403,histai_1428_slide_H&E_0,,
404,histai_1471_slide_H&E_0,,
405,histai_0365_slide_H&E_0,,
406,histai_0835_slide_H&E_0,,
407,histai_1118_slide_H&E_0,,
408,histai_0601_slide_H&E_0,,
409,histai_0540_slide_H&E_0,,
410,histai_1039_slide_H&E_0,,
411,histai_1473_slide_H&E_0,,
412,histai_0789_slide_H&E_0,,
413,histai_1161_slide_H&E_0,,
414,histai_0167_slide_H&E_0,,
415,histai_0910_slide_H&E_0,,
416,histai_0846_slide_H&E_0,,
417,histai_0619_slide_H&E_0,,
418,histai_0820_slide_H&E_0,,
419,histai_0258_slide_H&E_0,,
420,histai_0211_slide_H&E_0,,
421,histai_0448_slide_H&E_0,,
422,histai_0475_slide_H&E_0,,
423,histai_1124_slide_H&E_0,,
424,histai_0812_slide_H&E_0,,
425,histai_0132_slide_H&E_0,,
426,histai_1145_slide_H&E_0,,
427,histai_0552_slide_H&E_0,,
428,histai_1295_slide_H&E_0,,
429,histai_0719_slide_H&E_0,,
430,histai_0677_slide_H&E_0,,
431,histai_1391_slide_H&E_0,,
432,histai_0021_slide_H&E_0,,
433,histai_0137_slide_H&E_0,,
434,histai_1141_slide_H&E_0,,
435,histai_0410_slide_H&E_0,,
436,histai_1461_slide_H&E_0,,
437,histai_1338_slide_H&E_0,,
438,histai_0421_slide_H&E_0,,
439,histai_0858_slide_H&E_0,,
440,154144,,
441,124806,,
