,train,val,test
14,histai_0722_slide_H&E_0,TCGA-BH-A0DX-01Z-00-DX1.45C27E71-9A0A-400E-93A9-5CE7780F3C5E,TCGA-D8-A27N-01Z-00-DX2.EB803DEC-438B-43A9-B906-FD7C3B9A0138
15,histai_0299_slide_H&E_0,TCGA-BH-A0C3-01Z-00-DX1.14D3210D-0CBE-4DCA-A986-A26AE5382502,128423
16,histai_1380_slide_H&E_0,TCGA-BH-A0AY-01Z-00-DX1.A1153465-D9B3-4D83-BE85-F2524B071EE5,histai_1523_slide_H&E_0
17,histai_0517_slide_H&E_0,histai_0409_slide_H&E_0,histai_0165_slide_H&E_0
18,histai_0876_slide_H&E_0,TCGA-BH-A0DQ-01Z-00-DX1.5A98747C-52D9-45AD-BC84-934A96F069EB,AP_494_OT_1808_14-2443_MxBr_84_HE_Br0326
19,histai_1155_slide_H&E_0,histai_1130_slide_H&E_0,AP_494_OT_1808_14-2443_MxBr_84_HE
20,histai_0886_slide_H&E_0,histai_1439_slide_H&E_0,TCGA-EW-A1P7-01Z-00-DX1.97575C9F-C318-45A5-A4B7-1A902B93FA3F
21,histai_1249_slide_H&E_0,TCGA-A2-A25F-01Z-00-DX1.87499CD4-E41C-46B1-AAF3-5CE881F2B8BC,histai_1566_slide_H&E_0
22,histai_0256_slide_H&E_0,histai_1421_slide_H&E_0,TCGA-D8-A27N-01Z-00-DX1.85613A4F-1FFB-4091-B925-8E8A7C7A6D95
23,histai_1520_slide_H&E_0,histai_0308_slide_H&E_0,histai_1024_slide_H&E_0
24,histai_1432_slide_H&E_0,TCGA-OL-A5RU-01Z-00-DX1.A48CAF2D-9310-4611-B27D-400F3A324607,histai_1546_slide_H&E_0
25,histai_0452_slide_H&E_0,histai_0931_slide_H&E_0,TCGA-E2-A109-01Z-00-DX1.FCF5E9FC-F9FE-4F5F-96DD-5628E2609BEF
26,histai_1059_slide_H&E_0,histai_0880_slide_H&E_0,histai_0618_slide_H&E_0
27,histai_0090_slide_H&E_0,histai_1511_slide_H&E_0,116736
28,154144,TCGA-A7-A5ZW-01Z-00-DX1.5F571EE3-A1A3-4604-BE89-1A46E0EC508B,129150
29,histai_1014_slide_H&E_0,126504,TCGA-LL-A441-01Z-00-DX1.33B13078-BB14-4C42-88A6-7460AD2BCD00
30,histai_0692_slide_H&E_0,histai_0201_slide_H&E_0,histai_0236_slide_H&E_0
31,histai_1558_slide_H&E_0,histai_0773_slide_H&E_0,128250
32,histai_1561_slide_H&E_0,TCGA-D8-A1JJ-01Z-00-DX1.a986b48f-b295-4d7a-b778-ce829cdf9c38,histai_0128_slide_H&E_0
33,histai_1197_slide_H&E_0,histai_0708_slide_H&E_0,TCGA-B6-A0RN-01Z-00-DX1.0D02A3FB-D694-4A5B-80C1-CF1469E29BFD
34,histai_0576_slide_H&E_0,histai_1215_slide_H&E_0,histai_0284_slide_H&E_0
35,histai_1554_slide_H&E_0,121633-2,TCGA-E2-A14Q-01Z-00-DX1.C19BA7FD-D986-4E3B-9A79-F3531A78F05D
36,histai_1070_slide_H&E_0,histai_0412_slide_H&E_0,TCGA-BH-A42V-01Z-00-DX1.B6D78256-05D1-45FA-826A-1B8554D60B7D
37,histai_0502_slide_H&E_0,TCGA-OK-A5Q2-01Z-00-DX2.C828A160-87DF-4625-A8C5-2057F61D54F4,TCGA-A7-A0CJ-01Z-00-DX1.E26F2F62-D688-4373-BB7B-790A06734E49
38,histai_0302_slide_H&E_0,histai_0429_slide_H&E_0,TCGA-BH-A0C0-01Z-00-DX1.2D32D35A-EB7E-4D0E-BE5F-E56F7B930463
39,histai_0731_slide_H&E_0,histai_1175_slide_H&E_0,histai_0193_slide_H&E_0
40,histai_1309_slide_H&E_0,TCGA-E2-A15F-01Z-00-DX1.F022214A-3F0C-4DA4-A0EE-735D27480A45,TCGA-E2-A15C-01Z-00-DX1.26E13415-1D37-43C7-9EBB-4411BE7FCE10
41,histai_0442_slide_H&E_0,OT_1788_AP_487_13132_MxBr_15_HE,TCGA-E2-A159-01Z-00-DX1.C8DC3356-CAE9-4E7A-AEFF-ABB4BE38192B
42,histai_1593_slide_H&E_0,histai_0200_slide_H&E_0,histai_1551_slide_H&E_0
43,histai_0942_slide_H&E_0,TCGA-E2-A15G-01Z-00-DX1.BAA5235E-1022-463B-A852-586ED7CA75FF,118925
44,histai_0362_slide_H&E_0,B25-150401,TCGA-A7-A4SF-01Z-00-DX1.CDCFD4BC-4363-4CF2-95F5-4922E04C3B9D
45,histai_0221_slide_H&E_0,TCGA-EW-A1P5-01Z-00-DX1.B0D59A56-116E-48B3-BC90-237EA4B3F95B,histai_1230_slide_H&E_0
46,histai_1499_slide_H&E_0,TCGA-AO-A1KQ-01Z-00-DX1.CAB7D9A5-7030-4A33-BE51-9B04D67A7676,126881
47,histai_1570_slide_H&E_0,histai_0785_slide_H&E_0,histai_1599_slide_H&E_0
48,histai_1683_slide_H&E_0,TCGA-3C-AALK-01Z-00-DX1.4E6EB156-BB19-410F-878F-FC0EA7BD0B53,TCGA-D8-A143-01Z-00-DX1.4697FB2F-91D5-4506-AF23-7DE304D44A3F
49,histai_0904_slide_H&E_0,TCGA-AR-A24V-01Z-00-DX1.E749C2FE-E26B-4306-80B4-8269EEB23270,histai_0430_slide_H&E_0
50,histai_0918_slide_H&E_0,TCGA-OL-A5RY-01Z-00-DX1.AE4E9D74-FC1C-4C1E-AE6D-5DF38899BBA6,TCGA-BH-A0W4-01Z-00-DX1.23E017DC-15CB-4838-AC91-CFB11B932AB0
51,histai_1305_slide_H&E_0,,TCGA-BH-A0GY-01Z-00-DX1.E1AEAA36-94FA-41ED-851F-7BB11DD3C06D
52,histai_0298_slide_H&E_0,,
53,histai_1497_slide_H&E_0,,
54,histai_1528_slide_H&E_0,,
55,histai_1094_slide_H&E_0,,
56,histai_1394_slide_H&E_0,,
57,histai_0669_slide_H&E_0,,
58,histai_0378_slide_H&E_0,,
59,histai_1251_slide_H&E_0,,
60,histai_1564_slide_H&E_0,,
61,histai_0965_slide_H&E_0,,
62,histai_1514_slide_H&E_0,,
63,histai_0975_slide_H&E_0,,
64,histai_1545_slide_H&E_0,,
65,histai_1527_slide_H&E_0,,
66,histai_0578_slide_H&E_0,,
67,histai_0694_slide_H&E_0,,
68,histai_1501_slide_H&E_0,,
69,histai_1530_slide_H&E_0,,
70,histai_0437_slide_H&E_0,,
71,histai_1540_slide_H&E_0,,
72,histai_1029_slide_H&E_0,,
73,histai_0229_slide_H&E_0,,
74,histai_0947_slide_H&E_0,,
75,histai_1457_slide_H&E_0,,
76,histai_0311_slide_H&E_0,,
77,histai_1502_slide_H&E_0,,
78,histai_1455_slide_H&E_0,,
79,histai_1689_slide_H&E_0,,
80,histai_1109_slide_H&E_0,,
81,histai_1518_slide_H&E_0,,
82,histai_0270_slide_H&E_0,,
83,histai_1076_slide_H&E_0,,
84,histai_1129_slide_H&E_0,,
85,histai_0721_slide_H&E_0,,
86,histai_1090_slide_H&E_0,,
87,histai_1231_slide_H&E_0,,
88,histai_0946_slide_H&E_0,,
89,histai_0501_slide_H&E_0,,
90,histai_1102_slide_H&E_0,,
91,histai_0168_slide_H&E_0,,
92,histai_1506_slide_H&E_0,,
93,histai_1535_slide_H&E_0,,
94,histai_0926_slide_H&E_0,,
95,histai_1537_slide_H&E_0,,
96,histai_1063_slide_H&E_0,,
97,histai_1409_slide_H&E_0,,
98,histai_1493_slide_H&E_0,,
99,histai_1478_slide_H&E_0,,
100,histai_0198_slide_H&E_0,,
101,histai_1559_slide_H&E_0,,
102,histai_1372_slide_H&E_0,,
103,histai_0776_slide_H&E_0,,
104,histai_0963_slide_H&E_0,,
105,histai_1548_slide_H&E_0,,
106,124806,,
107,histai_1586_slide_H&E_0,,
108,histai_0414_slide_H&E_0,,
109,histai_0214_slide_H&E_0,,
110,histai_0249_slide_H&E_0,,
111,histai_0206_slide_H&E_0,,
112,histai_1512_slide_H&E_0,,
113,histai_1233_slide_H&E_0,,
114,histai_1049_slide_H&E_0,,
115,histai_1513_slide_H&E_0,,
116,histai_0431_slide_H&E_0,,
117,histai_1403_slide_H&E_0,,
118,histai_0623_slide_H&E_0,,
119,histai_1016_slide_H&E_0,,
120,histai_1552_slide_H&E_0,,
121,histai_0741_slide_H&E_0,,
122,histai_0528_slide_H&E_0,,
123,histai_0924_slide_H&E_0,,
124,histai_0976_slide_H&E_0,,
125,histai_0195_slide_H&E_0,,
126,histai_1510_slide_H&E_0,,
127,histai_0672_slide_H&E_0,,
128,histai_1198_slide_H&E_0,,
129,histai_1574_slide_H&E_0,,
130,histai_1517_slide_H&E_0,,
131,histai_0394_slide_H&E_0,,
132,histai_0342_slide_H&E_0,,
133,histai_0734_slide_H&E_0,,
134,histai_0176_slide_H&E_0,,
135,histai_0678_slide_H&E_0,,
136,histai_1507_slide_H&E_0,,
137,histai_0565_slide_H&E_0,,
138,histai_0670_slide_H&E_0,,
139,histai_0821_slide_H&E_0,,
140,histai_1261_slide_H&E_0,,
141,histai_1568_slide_H&E_0,,
142,histai_1017_slide_H&E_0,,
143,histai_1553_slide_H&E_0,,
144,histai_0594_slide_H&E_0,,
145,histai_0871_slide_H&E_0,,
146,histai_1363_slide_H&E_0,,
147,histai_1308_slide_H&E_0,,
148,histai_1547_slide_H&E_0,,
149,histai_0175_slide_H&E_0,,
150,histai_1414_slide_H&E_0,,
151,histai_0794_slide_H&E_0,,
152,histai_1085_slide_H&E_0,,
153,histai_0296_slide_H&E_0,,
154,histai_0365_slide_H&E_0,,
155,histai_0616_slide_H&E_0,,
156,histai_1473_slide_H&E_0,,
157,histai_0711_slide_H&E_0,,
158,histai_1595_slide_H&E_0,,
159,histai_0475_slide_H&E_0,,
160,histai_1461_slide_H&E_0,,
161,histai_1248_slide_H&E_0,,
162,histai_0858_slide_H&E_0,,
163,134888-1,,
164,AP_494_OT_1808_15-0742_MxBr_112_HE,,
165,AP_494_OT_1808_14-2785_MxBr_91_HE,,
166,126751,,
167,127956,,
168,121633-1,,
169,119287,,
170,131461-2,,
171,109356,,
172,108129-1,,
173,135242,,
174,131307,,
175,154404,,
176,137971,,
177,120411,,
178,110704-1,,
179,142541-2,,
180,142887-1,,
181,134888-2,,
182,134888-3,,
183,131309,,
184,AP473_OT1760_1199_1_1-6_MxBr_02_HE,,
185,141827,,
186,133677-2,,
187,124806-1,,
188,124729,,
189,124729_2,,
190,TCGA-D8-A1JU-01Z-00-DX1.355D93B4-E69E-417C-B3D1-3E1AAF1E02FE,,
191,TCGA-AR-A24L-01Z-00-DX1.218A0AE1-D070-4A16-A277-31185F10724D,,
192,150986-2,,
193,TCGA-OK-A5Q2-01Z-00-DX3.5F9215C3-E407-46F8-968E-503D7D14605C,,
194,TCGA-GM-A2DI-01Z-00-DX1.5E9715EA-9D2B-49D0-8F1D-972CF24B1960,,
195,TCGA-BH-A18S-01Z-00-DX1.B36FC684-0010-4ABB-9E25-303C8DF1C4E2,,
196,TCGA-AO-A12A-01Z-00-DX1.4E9609A7-9AAD-40A8-8344-8369DF998006,,
197,TCGA-BH-A0DV-01Z-00-DX1.2F0B5FB3-40F0-4D27-BFAC-390FB9A42B39,,
198,TCGA-E2-A156-01Z-00-DX1.CEF32B4D-A676-4230-992D-45A046E4043A,,
199,TCGA-A2-A0YG-01Z-00-DX1.89A39319-F880-47DE-B311-DA1F6A64B6F3,,
200,TCGA-E2-A14O-01Z-00-DX1.432DB252-35D4-4B02-B0A7-39BF85A38F89,,
201,TCGA-A7-A0CE-01Z-00-DX1.E67322FB-ED25-4B85-B3B0-2B8BD277BB4A,,
202,TCGA-B6-A0IA-01Z-00-DX1.8A868F0A-6CE2-46A7-AF0C-C5FC5D657D86,,
203,TCGA-AO-A12H-01Z-00-DX1.C6CCBD9D-FB41-4F6C-84FB-A43E0A77E696,,
204,TCGA-BH-A0DG-01Z-00-DX1.D3C4F57F-608F-46AA-A978-B558117C9DFB,,
205,TCGA-AC-A62X-01Z-00-DX1.36FDC9AA-4EBE-40E6-92C2-8471049171A4,,
206,TCGA-E2-A10C-01Z-00-DX1.29A2B20B-29C6-4491-ADAB-0584C772EF25,,
207,TCGA-AR-A0TZ-01Z-00-DX1.2D58BE38-03F6-4310-8E06-F1A523FB0904,,
208,TCGA-AR-A0U3-01Z-00-DX1.9BB87F9D-459F-4A18-B591-29822EA5AE18,,
209,149567-2,,
210,TCGA-BH-A0E6-01Z-00-DX1.44DFEFB4-FA05-4246-8D6B-55BA8C3275DB,,
211,TCGA-D8-A1XT-01Z-00-DX1.9E4DEEEB-AB0A-45F6-A69B-65B3E6F22D46,,
212,TCGA-BH-A0EI-01Z-00-DX1.929E126A-C9F8-4240-BF00-B6C4A57B7FF6,,
213,TCGA-E2-A1IN-01Z-00-DX1.F63F004F-847D-41B0-BAEF-3189D4965838,,
214,TCGA-D8-A1XB-01Z-00-DX1.DA8E2FA4-DBBA-4157-8052-B90FB3BB58F1,,
215,TCGA-AQ-A0Y5-01Z-00-DX1.f68f5b49-30fa-4fb6-bec6-5da9f6809d02,,
216,TCGA-BH-A18L-01Z-00-DX1.01D6E3EF-6857-4CC6-BEA1-0BBC1A0B728F,,
217,TCGA-BH-A0BO-01Z-00-DX1.1A704471-FEB3-40F9-9838-3E347A18285F,,
218,TCGA-EW-A1PD-01Z-00-DX1.6F6A0122-A50B-4D00-9A3F-7A2502D44E38,,
219,124806-2,,
220,TCGA-W8-A86G-01Z-00-DX2.DEC2CC1C-3662-43C6-A5CB-EC94B343FA3D,,
221,TCGA-A2-A0EU-01Z-00-DX1.13335BEB-63D4-469B-A389-8A079A096129,,
222,TCGA-EW-A1PE-01Z-00-DX1.8EF56824-0B37-4AD1-AF3E-7988FCBEF773,,
223,TCGA-BH-A0W5-01Z-00-DX1.84EA3913-667B-4694-A0F0-E629CAC615C8,,
224,TCGA-E2-A572-01Z-00-DX1.7DDF1C25-58E2-4AF9-B831-598222A4E85D,,
225,TCGA-B6-A1KI-01Z-00-DX1.EFAA08A8-02EC-4A9B-AC6B-79BF2DC5A2AA,,
226,OT_1788_AP_487__12073_1R1_MxBr_06_HE,,
227,TCGA-B6-A0WY-01Z-00-DX1.FA103E02-3BDC-47DC-BA6E-59FCC58866D1,,
228,TCGA-E2-A9RU-01Z-00-DX1.A06BE284-B9DC-4B45-A202-A9D027AEEDD9,,
229,TCGA-E2-A158-01Z-00-DX1.994C60FE-E651-4224-95E7-4669834F2338,,
230,TCGA-D8-A1XD-01Z-00-DX1.E500D561-1F49-4F08-99AE-E8345F21B406,,
231,TCGA-BH-A18I-01Z-00-DX1.EE699DE3-EBF4-4AB4-8319-9911F027FA18,,
232,TCGA-A2-A0ET-01Z-00-DX1.41E86BB9-EA52-4615-94E7-0F09DDB094F4,,
233,TCGA-A7-A0CG-01Z-00-DX2.81138E90-373A-4C12-B9CA-6EEF5F84A5B5,,
234,TCGA-A7-A26F-01Z-00-DX1.7ADE881D-325D-48ED-BA2D-30F589CA8EF2,,
235,TCGA-AO-A03T-01Z-00-DX1.8B75E203-6DC8-4AC9-A256-6FCB818DA0DD,,
236,TCGA-A2-A3XV-01Z-00-DX1.4B58B7CD-B3F6-4C31-863F-924D291EF17C,,
237,TCGA-B6-A0IQ-01Z-00-DX1.662EA039-825E-41FF-91D6-021EB0E099BD,,
238,TCGA-D8-A1XV-01Z-00-DX1.D0D78B02-2A0D-4107-8083-D2FE1D3F1207,,
239,TCGA-BH-A0B8-01Z-00-DX1.380ABAE9-EA83-4E9B-BFB2-6476A86C1ADD,,
240,TCGA-GM-A2DN-01Z-00-DX1.593003B0-BA87-486B-B472-D6B85867D54D,,
241,AP656_OT2122_Br0247_HE,,
242,TCGA-A7-A0DA-01Z-00-DX2.90C93176-C3C6-41B3-B34B-B16F1A1779E6,,
243,TCGA-BH-A18T-01Z-00-DX1.90123A74-F631-4538-AB2E-4076486ADF88,,
244,TCGA-E2-A1IO-01Z-00-DX1.C812D02F-3B40-496B-9EF5-7F68ADE64962,,
245,TCGA-A7-A26J-01Z-00-DX1.86A92FBD-F346-4206-A1BE-0CBA1596135F,,
246,AP473_OT1760_14143_MxBr_31_HE,,
247,TCGA-BH-A0WA-01Z-00-DX1.C0EB7B73-5529-49EC-B660-3F849B041963,,
248,TCGA-A7-A26I-01Z-00-DX1.0077D012-BC14-4E96-84F7-A1A6A3A778DF,,
249,TCGA-A2-A0EO-01Z-00-DX1.D7A09E23-2CAB-4B3B-814C-BF0BA75B7589,,
250,TCGA-D8-A1XS-01Z-00-DX2.ED8BBDB4-CEA6-4E47-8214-4666F3CC6E44,,
251,TCGA-EW-A3U0-01Z-00-DX1.526F60F9-D1EB-4613-B428-18A1FC0BAAE2,,
252,TCGA-E2-A1IG-01Z-00-DX1.C894EEA1-708A-4043-8C60-3BCA98AA751E,,
253,TCGA-E2-A1LH-01Z-00-DX1.F85384B7-1EBF-4F57-A45B-4A668B68E535,,
254,164001,,
255,TCGA-A7-A13D-01Z-00-DX2.8165A362-6A08-4BFD-9428-7EEB6C59D7F1,,
256,TCGA-BH-A18U-01Z-00-DX1.63940315-59BC-462B-87A8-2BBB33C9503E,,
257,TCGA-BH-A18R-01Z-00-DX1.07E6FA7F-5072-4327-9982-A40F010B7532,,
258,TCGA-BH-A1EX-01Z-00-DX1.16B6A817-6729-446E-9FCF-A4A333C5295D,,
259,TCGA-S3-AA11-01Z-00-DX1.36B83B37-2928-4DB7-A04A-8D511F1183FD,,
260,TCGA-A7-A0CH-01Z-00-DX2.81DDF423-FCA8-46CA-83A4-2E80B611844D,,
261,TCGA-LD-A9QF-01Z-00-DX1.092108DF-1A60-459E-ACE6-5A71826A98D1,,
262,TCGA-E2-A1L9-01Z-00-DX1.F2CC1036-8EEE-4664-962E-541B8ACB10DE,,
263,136829-2,,
264,149567-1,,
265,TCGA-D8-A1XB-01Z-00-DX2.B262C269-F22B-4306-8195-079C0874EF8E,,
266,TCGA-A7-A13E-01Z-00-DX2.1E1262AE-A32D-4814-94A5-D951CA8BA35D,,
267,TCGA-A7-A0D9-01Z-00-DX2.66CD9ED8-223B-4AC8-AA1A-2481FB0C47B3,,
268,TCGA-BH-A1FB-01Z-00-DX1.9D778D1A-07F6-450D-B7AA-0E17B4D0A88C,,
269,TCGA-D8-A1JJ-01Z-00-DX2.7D20F308-7DC6-4367-9459-3AC4C654E7F7,,
270,TCGA-D8-A1XF-01Z-00-DX2.1460E522-5B87-4690-8B6B-3183C5D282D6,,
271,109985,,
272,TCGA-D8-A27R-01Z-00-DX2.31F47D8F-DFD7-42AE-BBBA-7DBBA12FA97D,,
273,TCGA-D8-A1XC-01Z-00-DX2.10BA8536-D6AF-460E-9796-EB77FFE3EF5B,,
274,TCGA-A1-A0SJ-01Z-00-DX1.C196FA66-C376-4016-86BC-3D8E745B3A51,,
275,TCGA-B6-A1KF-01Z-00-DX1.2E08E830-4216-4CD0-9646-1F489300E11D,,
276,153253-2,,
277,TCGA-A7-A0CE-01Z-00-DX2.5AD1DB65-10E7-4996-AB5E-13D7851EC5FA,,
278,TCGA-BH-A0HY-01Z-00-DX1.D7A1BF42-F268-4220-B71B-354CE2AF32D8,,
279,TCGA-BH-A0BD-01Z-00-DX1.CD4A6FC2-BA8C-4E30-972A-E6CD1BEAD8AD,,
280,TCGA-E2-A14S-01Z-00-DX1.5C332E99-7296-473A-9917-7EFC38A8251D,,
281,TCGA-BH-A0HA-01Z-00-DX1.5A2F5C86-E1E7-445D-A4E3-29980FA37708,,
282,TCGA-A7-A0CJ-01Z-00-DX2.4B591117-5FC9-4B43-8A45-444CCCABC666,,
283,TCGA-BH-A1F5-01Z-00-DX1.9A1AA3BB-80B1-473D-B075-8D65A94C4E0B,,
284,B25-150012_2,,
285,B25-150012,,
286,TCGA-E2-A15I-01Z-00-DX1.DFF60A40-B03D-438F-A233-06132A213619,,
287,TCGA-B6-A0I9-01Z-00-DX1.78E1D43A-507E-482E-B988-AF13B12B4497,,
288,TCGA-BH-A1FH-01Z-00-DX1.F90A691F-B6DB-4C4A-9975-9A2CB01F29E2,,
289,TCGA-B6-A0X5-01Z-00-DX1.02A9FF1E-EA20-4F2D-A2BB-427A287DE3FD,,
290,TCGA-A2-A0CQ-01Z-00-DX1.4E5FB4E5-A08C-4C87-A3BE-0640A95AE649,,
291,TCGA-D8-A1XF-01Z-00-DX1.8B9AB4A1-DEC5-4587-B022-3077CCD220F9,,
292,TCGA-A2-A4S1-01Z-00-DX1.C69B14F6-5021-4FD8-8F2D-70227A5DA2B1,,
293,TCGA-B6-A0WW-01Z-00-DX1.64048633-1D1A-4074-8C50-7641159355DB,,
294,OT_1788_AP_487_12054-A_MxBr_03_HE,,
295,TCGA-D8-A146-01Z-00-DX1.D93FB315-E5D7-49BA-8380-38B16B70361B,,
296,TCGA-GM-A2DH-01Z-00-DX1.5790F15F-2A0F-4929-8FE4-18A557007989,,
297,TCGA-AO-A0JL-01Z-00-DX1.473CC200-221A-4777-B19E-ADC41D10FC94,,
298,TCGA-A2-A0T5-01Z-00-DX1.128C288B-B357-439B-A8D4-8E7DEBF73E4E,,
299,TCGA-D8-A141-01Z-00-DX1.10F6EEB2-C920-43FF-B5A7-B5A651CBDBE3,,
300,TCGA-A7-A6VX-01Z-00-DX2.9EE94B59-6A2C-4507-AA4F-DC6402F2B74F,,
301,TCGA-D8-A27K-01Z-00-DX1.25AF7928-046B-45BF-BAD6-F34156203F5A,,
302,TCGA-BH-A18M-01Z-00-DX1.56E6935A-62CB-4CBE-BDCA-60DA56422CE0,,
303,TCGA-E2-A1B0-01Z-00-DX1.4C50EC91-A62A-450E-88C0-7DCAB8E9724C,,
304,TCGA-B6-A1KC-01Z-00-DX1.4DD3E48B-F434-499F-9FF1-0FFD2883A375,,
305,127633,,
306,TCGA-E2-A155-01Z-00-DX1.A5AF232A-61BB-4FDC-ABF9-2FE9BA461BDC,,
307,TCGA-S3-A6ZF-01Z-00-DX1.E50205A0-63CA-49DE-8831-2A8916DEF403,,
308,TCGA-AO-A03N-01Z-00-DX1.79A8816D-961F-4D79-90B4-341919297A90,,
309,TCGA-BH-A0BW-01Z-00-DX1.39B0C363-46A2-4FFB-B1C5-C054A86F4A25,,
310,TCGA-EW-A1IZ-01Z-00-DX1.81D5544E-0A7D-4A92-A3B0-4F22CFB8BBB2,,
311,TCGA-A2-A0CP-01Z-00-DX1.ECFD263C-BB17-4ADA-8F2C-654C2AA4C45F,,
312,150986-3,,
313,TCGA-E2-A15S-01Z-00-DX1.77CFA95F-F1AE-41BD-BAF8-BCA6F0DFA3A3,,
314,TCGA-BH-A0B7-01Z-00-DX1.6950CDDF-8A81-4B10-BFFF-BE0E33A2C6CC,,
315,TCGA-BH-A0HQ-01Z-00-DX1.0921FCEF-20A2-4D4B-A198-91AF9F6C814C,,
316,TCGA-OL-A5RX-01Z-00-DX1.15A0D4F4-2744-4D44-8883-27FF83D9C824,,
317,TCGA-OK-A5Q2-01Z-00-DX4.83B45D6C-E350-4436-812F-4155D9F7D331,,
318,TCGA-E2-A15D-01Z-00-DX1.AA5AF847-3635-4BAF-AAC3-BADB4A1B2CB1,,
319,TCGA-A2-A0SU-01Z-00-DX1.22420EE2-4FEB-42F3-9547-4739F0F73D50,,
320,TCGA-E2-A154-01Z-00-DX1.01FC9B1A-8ECD-4467-9EDD-0B02E4AEEF72,,
321,TCGA-OL-A5RZ-01Z-00-DX1.6394C05E-1C34-4F4B-8859-F5E961E7EFF9,,
322,TCGA-BH-A0H6-01Z-00-DX1.0CF7253A-B42C-4778-B1C6-17EC78A039ED,,
323,TCGA-AR-A0TX-01Z-00-DX1.5BEA4E65-8CEC-49B2-9F29-DBE53E8ED46E,,
324,TCGA-BH-A0EE-01Z-00-DX1.872EA586-25C8-4835-A138-152DFA1EBF30,,
325,TCGA-BH-A0DL-01Z-00-DX1.553F0021-1FC2-4675-810D-BBD9785D065E,,
326,TCGA-EW-A6S9-01Z-00-DX1.4A8CD2D4-D528-465C-82DC-9CAE35DD424B,,
327,TCGA-E2-A14Y-01Z-00-DX1.804A22A3-FD8D-4C8A-A766-48D28434DE22,,
328,TCGA-BH-A18N-01Z-00-DX1.FE0E24A1-8AE9-4021-B9C7-B408EE0DE329,,
329,TCGA-E2-A1BD-01Z-00-DX1.A2AFF7AD-ED47-43E4-87FE-62882BAEB8DA,,
330,TCGA-GM-A2DD-01Z-00-DX1.01332FF3-7488-41B7-A515-7841715DE92B,,
331,TCGA-D8-A27R-01Z-00-DX1.F6E2FD1C-0666-4788-8D95-A76D15907270,,
332,TCGA-E2-A15R-01Z-00-DX1.B58D2D9D-05EE-4D66-8DC0-9E5C6AD2E3D3,,
333,137536,,
334,TCGA-BH-A0HO-01Z-00-DX1.D3D66547-F5D4-40F5-B737-2FECEEB35ACB,,
335,TCGA-E2-A14T-01Z-00-DX1.61B4C988-6D75-447B-A5F4-9DE92CEACC9F,,
336,TCGA-A7-A0DA-01Z-00-DX1.5F087009-16E9-4A07-BA24-62340E108B17,,
337,TCGA-BH-A0EA-01Z-00-DX1.85FF2B48-2AF7-4C15-A7E6-FCA68CAB76C7,,
338,TCGA-S3-AA17-01Z-00-DX1.9B7DC02E-ECB2-4403-A894-F418AD452E49,,
339,TCGA-D8-A27L-01Z-00-DX1.6572593C-B015-4F9A-8C9B-B634CAA0D3B4,,
340,TCGA-AO-A03V-01Z-00-DX1.52EBCB72-0C65-4E67-B9BB-DA15494327DE,,
341,108129-2,,
342,142541-1,,
343,TCGA-OL-A6VO-01Z-00-DX1.291D54D6-EBAF-4622-BD42-97AA5997F014,,
